Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
RACMF,LOOP INSIGHTS INC,OTCQB,1.780000,12.622600,75107,Foreign Ordinary Shares,Canada,British Columbia
GPHOF,GRAPHITE ONE INC,OTCQB,0.321000,8.813600,47466,Foreign Ordinary Shares,Canada,British Columbia
FCSMF,FOCUS GRAPHITE INC ORD,OTCQB,0.046000,9.785200,834891,Foreign Ordinary Shares,Canada,Ontario
ENCUF,ENCORE ENERGY CORP ORD,OTCQB,0.597500,-6.245100,468281,Foreign Ordinary Shares,Canada,British Columbia
BGAVF,BRAVADA GOLD CORP NEW,OTCQB,0.120000,-4.000000,83180,Foreign Ordinary Shares,Canada,British Columbia
RGDCF,GAIA METALS CORP,OTCQB,0.070000,,0,Foreign Ordinary Shares,Canada,British Columbia
HDRSF,HIGHLAND COPPER CO INC,OTCQB,0.032900,-17.336700,35300,Foreign Ordinary Shares,Canada,Quebec
MLGCF,M3 METALS CORP,OTCQB,0.080000,,0,Foreign Ordinary Shares,Canada,British Columbia
QCXGF,QCX GOLD CORP,OTCQB,0.120000,16.210400,27000,Foreign Ordinary Shares,Canada,Ontario
BBBXF,BRIXTON METALS CORP,OTCQB,0.218150,-0.931000,485614,Foreign Ordinary Shares,Canada,British Columbia
FRERF,FREMONT GOLD LTD,OTCQB,0.054900,-1.612900,33500,Foreign Ordinary Shares,Canada,British Columbia
NXOPF,NEXOPTIC TECHNOLOGY CORP,OTCQB,0.406000,-3.333300,74951,Foreign Ordinary Shares,Canada,British Columbia
MNRLF,MINERAL MOUNTAIN RES LTD,OTCQB,0.207164,-1.350500,33600,Foreign Ordinary Shares,Canada,British Columbia
NXTTF,NAMASTE TECHNOLOGIES ORD,OTCQB,0.165000,0.243000,493514,Foreign Ordinary Shares,Canada,Ontario
NGPHF,NORTHERN GRAPHITE ORD,OTCQB,0.197400,3.676500,105359,Foreign Ordinary Shares,Canada,Ontario
TBPMF,TETRA BIO-PHARMA INC ORD,OTCQB,0.150900,-0.723700,52860,Foreign Ordinary Shares,Canada,Quebec
PYRNF,PYROGENESIS CDA INC ORD,OTCQB,2.384730,-6.113000,37814,Foreign Ordinary Shares,Canada,Quebec
RSASF,RESAAS SERVICES INC ORD,OTCQB,0.420970,5.242500,500,Foreign Ordinary Shares,Canada,British Columbia
AAGFF,AFTERMATH SILVER LTD ORD,OTCQB,1.100000,6.796100,428622,Foreign Ordinary Shares,Canada,British Columbia
SICNF,SOKOMAN MINERALS CORP,OTCQB,0.193000,1.739600,361646,Foreign Ordinary Shares,Canada,Ontario
CGLCF,CASSIAR GOLD CORP,OTCQB,0.501700,6.518000,72260,Foreign Ordinary Shares,Canada,Alberta
WVMDF,WEST VAULT MINING INC.,OTCQB,1.155000,-4.961700,580,Foreign Ordinary Shares,Canada,British Columbia
SMOFF,SONORO GOLD CORP,OTCQB,0.176700,-7.438400,52900,Foreign Ordinary Shares,Canada,British Columbia
ARSMF,ARES STRATEGIC MNG INC,OTCQB,0.219760,3.465200,462249,Foreign Ordinary Shares,Canada,British Columbia
ASPCF,ACERUS PHARMACEUTICALS CP,OTCQB,0.028000,-6.666700,193000,Foreign Ordinary Shares,Canada,Ontario
MGMLF,MAPLE GOLD MINES LTD,OTCQB,0.277830,4.095200,276975,Foreign Ordinary Shares,Canada,British Columbia
NULGF,NULEGACY GOLD CORP,OTCQB,0.112000,9.803900,989711,Foreign Ordinary Shares,Canada,British Columbia
CBULF,GRATOMIC INC,OTCQB,0.202250,-0.235800,5550,Foreign Ordinary Shares,Canada,Ontario
RIINF,BRAVEHEART RESOURCES INC,OTCQB,0.105000,1.941700,42761,Foreign Ordinary Shares,Canada,Alberta
CHOOF,CHOOM HLDGS INC,OTCQB,0.053000,-0.934600,260877,Foreign Ordinary Shares,Canada,British Columbia
ANLDF,ANFIELD ENERGY INC,OTCQB,0.067000,-5.099200,29500,Foreign Ordinary Shares,Canada,British Columbia
LEMIF,LEADING EDGE MATERIALS CO,OTCQB,0.268500,10.904600,144370,Foreign Ordinary Shares,Canada,British Columbia
GGGOF,GALANE GOLD LTD ORD,OTCQB,0.188400,-0.580500,6335,Foreign Ordinary Shares,Canada,Ontario
ATOXF,DURANGO RESOURCES INC,OTCQB,0.061050,2.073200,500,Foreign Ordinary Shares,Canada,British Columbia
PREIF,PRECIPITATE GOLD CORP,OTCQB,0.185700,4.619700,152149,Foreign Ordinary Shares,Canada,British Columbia
NDENF,CENTRAL AFRICAN GOLD INC,OTCQB,0.145500,-3.000000,405,Foreign Ordinary Shares,Canada,British Columbia
BNKL,BIONIK LABORATORIES CORP,OTCQB,1.230000,,0,Common Stock,Canada,Ontario
TOBAF,TAAT LIFESTYLE & WELLNESS,OTCQB,2.459190,-0.437700,62386,Foreign Ordinary Shares,Canada,British Columbia
GGXXF,GGX GOLD CORP,OTCQB,0.125000,,0,Foreign Ordinary Shares,Canada,British Columbia
RKMSF,ROKMASTER RESOURCES CORP,OTCQB,0.304384,-2.190200,20535,Foreign Ordinary Shares,Canada,British Columbia
LBCMF,LIBERO CPPR & GOLD CP,OTCQB,0.057412,-8.579600,256120,Foreign Ordinary Shares,Canada,British Columbia
JGLDF,JAPAN GOLD CORP ORD,OTCQB,0.256000,0.561700,23300,Foreign Ordinary Shares,Canada,British Columbia
SKKY,SKKYNET CLOUD SYSTEMS INC,OTCQB,0.680000,1.492500,1929,Common Stock,Canada,Ontario
VGRBF,VGRAB COMMUNICATIONS INC,OTCQB,0.412000,-6.384900,22203,Foreign Ordinary Shares,Canada,British Columbia
NRVTF,NORAM VENTURES INC,OTCQB,0.376450,9.545200,90904,Foreign Ordinary Shares,Canada,British Columbia
MYIDF,KILLI LTD,OTCQB,0.121900,-2.868500,7350,Foreign Ordinary Shares,Canada,Ontario
FISOF,FISSION 3.0 CORP,OTCQB,0.080000,-14.163100,315554,Foreign Ordinary Shares,Canada,British Columbia
ATIXF,ANALYTIXINSIGHT INC,OTCQB,0.529750,-3.330300,47471,Foreign Ordinary Shares,Canada,Ontario
CDBMF,CORDOBA MINERALS CORP ORD,OTCQB,0.053500,-10.833300,14500,Foreign Ordinary Shares,Canada,British Columbia
NVGLF,NV GOLD CORP ORD,OTCQB,0.225700,7.322900,172409,Foreign Ordinary Shares,Canada,British Columbia
RSSFF,AFFINOR GROWERS INC,OTCQB,0.032000,0.000000,59609,Foreign Ordinary Shares,Canada,British Columbia
ATBHF,ASTON BAY HODGS LTD ORD,OTCQB,0.035000,4.477600,1000,Foreign Ordinary Shares,Canada,Ontario
NTOX,NOTOX TECHNOLOGIES CORP,OTCQB,2.000000,,0,Common Stock,Canada,Ontario
NSPDF,NATURALLY SPLENDID ENTP,OTCQB,0.043400,14.210500,129707,Foreign Ordinary Shares,Canada,British Columbia
MTLFF,METALLIS RESOURCES INC,OTCQB,0.201490,1.353100,36850,Foreign Ordinary Shares,Canada,British Columbia
HLRTF,HILLCREST PETROL LTD ORD,OTCQB,0.051000,2.000000,66591,Foreign Ordinary Shares,Canada,British Columbia
ATBPD,ANTIBE THERAPEUTICS NEW,OTCQB,2.799000,0.683500,64198,Foreign Ordinary Shares,Canada,Ontario
CTABF,CANNTAB THERAPEUTICS LTD,OTCQB,0.672250,13.555700,200,Foreign Ordinary Shares,Canada,Ontario
BIOIF,BIOME GROW INC,OTCQB,0.036900,10.810800,3000,Foreign Ordinary Shares,Canada,Ontario
VGGOF,CRYPTOLOGIC CORP,OTCQB,0.404400,41.201100,133931,Foreign Ordinary Shares,Canada,Ontario
RNSFF,RENAISSANCE OIL CORP ORD,OTCQB,0.068300,13.833300,1365904,Foreign Ordinary Shares,Canada,British Columbia
MMJFF,MATICA ENTERPRISES ORD,OTCQB,0.021150,,90,Foreign Ordinary Shares,Canada,Ontario
FLCX,FLOOIDCX CORP,OTCQB,0.017000,36.000000,10009,Common Stock,Canada,Ontario
PROBF,PROBE METALS INC,OTCQB,1.400000,3.016900,1104875,Foreign Ordinary Shares,Canada,Ontario
AQSZF,AEQUUS PHARMACEUTICAL INC,OTCQB,0.074750,0.470400,20700,Foreign Ordinary Shares,Canada,British Columbia
VLMGF,VISCOUNT MINING CORP ORD,OTCQB,0.312100,7.140400,451900,Foreign Ordinary Shares,Canada,British Columbia
CBDY,TARGET GROUP INC,OTCQB,0.013000,,0,Common Stock,Canada,Ontario
EXPFF,EXPERION HLDGS LTD,OTCQB,0.078600,7.892900,500,Foreign Ordinary Shares,Canada,British Columbia
BEVVF,BEE VECTORING TECH ORD,OTCQB,0.222200,6.315800,41000,Foreign Ordinary Shares,Canada,British Columbia
KRKNF,KRAKEN ROBOTICS INC,OTCQB,0.456000,0.529100,58757,Foreign Ordinary Shares,Canada,Newfoundland
NIKLF,NICKEL ROCK RESOURCES INC,OTCQB,0.170000,-5.555600,80017,Foreign Ordinary Shares,Canada,British Columbia
ZPAS,ZOOMPASS HOLDINGS INC,OTCQB,0.170000,-10.526300,100365,Common Stock,Canada,Ontario
SGGTF,SIGNATURE RES LTD CDA ORD,OTCQB,0.106100,-0.655400,950,Foreign Ordinary Shares,Canada,Ontario
HSCHF,H-SOURCE HLDG LTD A,OTCQB,0.100000,11.111100,65100,Foreign Ordinary Shares,Canada,British Columbia
ARBTF,ARGO GOLD INC ORD,OTCQB,0.135500,0.370400,1000,Foreign Ordinary Shares,Canada,Ontario
GLDFF,GOLDEN LEAF HLDGS LTD ORD,OTCQB,0.023700,8.715600,731849,Foreign Ordinary Shares,Canada,Ontario
ICNAF,ICANIC BRANDS CO INC,OTCQB,0.535300,0.093500,288342,Foreign Ordinary Shares,Canada,British Columbia
ORMNF,OREX MINERALS INC NEW ORD,OTCQB,0.129600,6.578900,122660,Foreign Ordinary Shares,Canada,British Columbia
ZADDF,ZADAR VENTURES LTD,OTCQB,0.120000,,0,Foreign Ordinary Shares,Canada,British Columbia
AGNPF,ALGERNON PHRMCTCLS ORD A,OTCQB,0.209200,-7.310600,2587912,Foreign Ordinary Shares,Canada,British Columbia
FDMSF,FANDOM SPORTS MEDIA CP,OTCQB,0.160000,0.125200,93777,Foreign Ordinary Shares,Canada,British Columbia
CTXXF,CEMATRIX CORP ORD,OTCQB,0.383700,,0,Foreign Ordinary Shares,Canada,Alberta
PLRTF,PLYMOUTH ROCK TECHS INC,OTCQB,0.192900,18.343600,1649719,Foreign Ordinary Shares,Canada,British Columbia
NRXCF,NEUTRISCI INTL INC ORD,OTCQB,0.092250,,0,Foreign Ordinary Shares,Canada,British Columbia
BLONF,CO2 GRO INC,OTCQB,0.118300,-3.821100,55675,Foreign Ordinary Shares,Canada,Ontario
WGMCF,WINSTON GOLD CORP ORD,OTCQB,0.133900,3.397700,712221,Foreign Ordinary Shares,Canada,Manitoba
GLDRF,IDAHO CHAMPION GOLD MINES,OTCQB,0.145500,1.606100,51593,Foreign Ordinary Shares,Canada,Ontario
GVXXF,GOVIEX URANIUM CL A ORD,OTCQB,0.157500,3.346500,392013,Foreign Ordinary Shares,Canada,British Columbia
HLLPF,HELLO PAL INTL INC ORD,OTCQB,0.170000,-7.103800,432812,Foreign Ordinary Shares,Canada,British Columbia
INTWF,SHARC INTL SYS INC,OTCQB,0.270000,-6.119600,13005,Foreign Ordinary Shares,Canada,British Columbia
BLILF,BEARING LITHIUM CORP,OTCQB,0.124028,-10.771200,2577,Foreign Ordinary Shares,Canada,British Columbia
NXXGF,NEXUS GOLD CORP,OTCQB,0.044800,6.921200,382260,Foreign Ordinary Shares,Canada,British Columbia
CDTAF,CARL DATA SOL INC ORD,OTCQB,0.080000,0.125200,1600,Foreign Ordinary Shares,Canada,British Columbia
UBMRF,URBANIMMERSIVE INC ORD,OTCQB,0.094020,,0,Foreign Ordinary Shares,Canada,Quebec
BKRRF,BLACKROCK GOLD CORP ORD,OTCQB,0.604100,17.758300,569151,Foreign Ordinary Shares,Canada,British Columbia
AISSF,AIS RES LTD ORD,OTCQB,0.050000,0.401600,5000,Foreign Ordinary Shares,Canada,British Columbia
TPPRF,TOP STRIKE RES CORP ORD,OTCQB,0.020600,,0,Foreign Ordinary Shares,Canada,Alberta
GFGSF,GFG RESOURCES INC,OTCQB,0.116300,-24.234500,503773,Foreign Ordinary Shares,Canada,Saskatchewan
PKLBF,PERK LABS INC,OTCQB,0.071100,-7.010200,255400,Foreign Ordinary Shares,Canada,British Columbia
PTNYF,PARCELPAL TECH INC ORD,OTCQB,0.141325,8.711500,222394,Foreign Ordinary Shares,Canada,British Columbia
APAAF,APPIA ENERGY CORP ORD,OTCQB,0.340000,3.975500,380390,Foreign Ordinary Shares,Canada,Ontario
VNNYF,VINERGY CANNABIS CAPITAL,OTCQB,0.048500,2.754200,8150,Foreign Ordinary Shares,Canada,British Columbia
LXXGF,LEXAGENE HLDGS INC ORD,OTCQB,0.656000,1.203300,81233,Foreign Ordinary Shares,Canada,British Columbia
MYMMF,MYM NUTRACEUTICALS ORD,OTCQB,0.077200,0.129700,329699,Foreign Ordinary Shares,Canada,British Columbia
AZASF,ARIZONA SILVER EXP ORD,OTCQB,0.291600,-0.477800,81754,Foreign Ordinary Shares,Canada,British Columbia
BNVIF,BINOVI TECHNOLOGIES CORP.,OTCQB,0.147600,-1.006000,252665,Foreign Ordinary Shares,Canada,Ontario
KTGDF,K2 GOLD CORP ORD,OTCQB,0.482600,-1.369300,61342,Foreign Ordinary Shares,Canada,British Columbia
AUIAF,AURANIA RESOURCES ORD,OTCQB,2.580000,-0.769200,23430,Foreign Ordinary Shares,Canada,Ontario
EFRGF,PASOFINO GOLD LTD,OTCQB,0.145000,11.882700,1000,Foreign Ordinary Shares,Canada,Ontario
EVLLF,ENVIROLEACH TECH ORD,OTCQB,0.328000,2.500000,66700,Foreign Ordinary Shares,Canada,British Columbia
ERLFF,ENTREE RESOURCES LTD.,OTCQB,0.408200,6.108700,66088,Foreign Ordinary Shares,Canada,British Columbia
NRRSF,NORSEMONT MINING INC,OTCQB,0.723900,4.913000,110914,Foreign Ordinary Shares,Canada,British Columbia
REZZF,GLOBAL BATTERY METALS LTD,OTCQB,0.080500,49.074100,450,Foreign Ordinary Shares,Canada,British Columbia
DCNNF,CANADIAN PALLADI RES INC,OTCQB,0.133000,-0.746300,315701,Foreign Ordinary Shares,Canada,British Columbia
OWRDF,ONE WORLD LITHIUM INC,OTCQB,0.057000,0.000000,2255,Foreign Ordinary Shares,Canada,British Columbia
CYBXF,GALLAGHER SECURITY CORP,OTCQB,0.113660,16.216800,400,Foreign Ordinary Shares,Canada,British Columbia
PRVCF,PREVECEUTICAL MEDICAL INC,OTCQB,0.025000,-4.214600,895838,Foreign Ordinary Shares,Canada,British Columbia
NTTCF,NETCENTS TECHNOLOGY INC,OTCQB,0.985600,34.644800,225161,Foreign Ordinary Shares,Canada,British Columbia
RVLGF,REVIVAL GOLD INC,OTCQB,0.620100,-1.571400,237698,Foreign Ordinary Shares,Canada,Ontario
QYOUF,QYOU MEDIA INC,OTCQB,0.098050,13.615300,498344,Foreign Ordinary Shares,Canada,Ontario
CGOL,CONTACT GOLD CORP,OTCQB,0.087100,4.939800,17900,Foreign Ordinary Shares,Canada,British Columbia
SEHKF,SEAHAWK GOLD CORP,OTCQB,0.382700,-0.208600,3000,Foreign Ordinary Shares,Canada,British Columbia
BKLLF,CODEBASE VENTURES INC,OTCQB,0.134700,6.063000,410233,Foreign Ordinary Shares,Canada,British Columbia
AZZTF,AZTEC MINERALS CORP,OTCQB,0.215400,2.571400,175592,Foreign Ordinary Shares,Canada,British Columbia
PCRCF,BOLT METALS CORP,OTCQB,0.243500,1.458300,8602,Foreign Ordinary Shares,Canada,British Columbia
EXROF,EXRO TECHNOLOGIES INC,OTCQB,3.470000,-2.514400,318698,Foreign Ordinary Shares,Canada,British Columbia
CADMF,CHEMESIS INTL INC,OTCQB,0.661000,10.286100,404511,Foreign Ordinary Shares,Canada,British Columbia
MLLLF,ENGINE MEDIA HLDGS INC,OTCQB,7.432900,6.476500,40835,Foreign Ordinary Shares,Canada,Ontario
ESIFF,ESG GLOBAL IMPACT CAPITAL,OTCQB,0.151468,-20.655800,188,Foreign Ordinary Shares,Canada,British Columbia
BBKCF,BIGG DIGITAL ASSETS INC,OTCQB,0.378600,-7.319500,2817179,Foreign Ordinary Shares,Canada,British Columbia
ELIXF,ELIXXER LTD,OTCQB,0.007500,-6.250000,2000,Foreign Ordinary Shares,Canada,Quebec
ORTIF,ORTHO REGENERATIVE TECHS,OTCQB,0.506400,,0,Foreign Ordinary Shares,Canada,Quebec
PNNRF,REDFUND CAP CORP,OTCQB,0.102900,,0,Foreign Ordinary Shares,Canada,British Columbia
VRRCF,VR RESOURCES LTD ORD,OTCQB,0.212100,1.677900,60850,Foreign Ordinary Shares,Canada,British Columbia
HDSLD,HEALTHSPACE DATA SYS NEW,OTCQB,1.040000,2.970300,3950,Foreign Ordinary Shares,Canada,British Columbia
FNNZF,FINCANNA CAPITAL CORP,OTCQB,0.045715,1.588900,17450,Foreign Ordinary Shares,Canada,British Columbia
KUYAF,KUYA SILVER CORP,OTCQB,1.670000,5.882500,67959,Foreign Ordinary Shares,Canada,British Columbia
DMGGF,DMG BLOCKCHAIN,OTCQB,0.558300,31.364700,4281303,Foreign Ordinary Shares,Canada,British Columbia
PWWBF,POWERBAND SOLUTIONS,OTCQB,0.193900,0.232600,60490,Foreign Ordinary Shares,Canada,Ontario
CHKKF,CHAKANA COPPER CORP,OTCQB,0.440000,2.588000,44814,Foreign Ordinary Shares,Canada,British Columbia
VIPRF,SILVER VIPER MINERALS,OTCQB,0.314200,0.095600,21039,Foreign Ordinary Shares,Canada,British Columbia
USGDF,AMERICAN PACIFIC MNG,OTCQB,0.134900,10.937500,113659,Foreign Ordinary Shares,Canada,British Columbia
MCLDF,MCLOUD TECHNOLOGIES CORP,OTCQB,1.360000,-2.655500,44200,Foreign Ordinary Shares,Canada,British Columbia
BICTF,BIOCURE TECHNOLOGY INC,OTCQB,0.080000,,0,Foreign Ordinary Shares,Canada,British Columbia
GRSLF,GR SILVER MNG LTD,OTCQB,0.577600,0.627200,497206,Foreign Ordinary Shares,Canada,British Columbia
XRTXF,XORTX THERAPEUTICS INC,OTCQB,0.080000,,0,Foreign Ordinary Shares,Canada,Alberta
GOTRF,GOLIATH RESOURCES LTD,OTCQB,0.241000,5.148300,120260,Foreign Ordinary Shares,Canada,Ontario
TIMCF,TIMIA CAP CORP ORD,OTCQB,0.182500,,0,Foreign Ordinary Shares,Canada,British Columbia
LVCNF,LEVIATHAN NATURAL PRODUCT,OTCQB,0.151600,,0,Foreign Ordinary Shares,Canada,Ontario
GGTTF,GTEC HLDGS LTD ORD,OTCQB,0.101000,8.953600,126221,Foreign Ordinary Shares,Canada,British Columbia
VAUCF,VIVA GOLD CORP ORD,OTCQB,0.176700,-7.968800,10597,Foreign Ordinary Shares,Canada,British Columbia
SRUTF,SPROUTLY CDA INC,OTCQB,0.039500,11.267600,232538,Foreign Ordinary Shares,Canada,British Columbia
CGNSF,COGNETIVITY NEUROSCIENCES,OTCQB,0.333450,21.210500,62380,Foreign Ordinary Shares,Canada,British Columbia
OSIIF,OSINO RESOURCES CORP,OTCQB,0.960000,2.127700,41968,Foreign Ordinary Shares,Canada,British Columbia
GENMF,GENERATION MINING LTD,OTCQB,0.540000,6.487900,148815,Foreign Ordinary Shares,Canada,Ontario
PEMSF,PACIFIC EMPIRE MINERALS,OTCQB,0.042050,,0,Foreign Ordinary Shares,Canada,British Columbia
OILCF,PERMEX PETROLEUM CORP,OTCQB,0.041700,31.962000,14653,Foreign Ordinary Shares,Canada,British Columbia
GOCOF,GO METALS CORP,OTCQB,0.039200,,0,Foreign Ordinary Shares,Canada,British Columbia
RIGMF,RIDGESTONE MINING INC,OTCQB,0.051000,0.000000,4000,Foreign Ordinary Shares,Canada,British Columbia
ENGMF,ENTHUSIAST GAMNG HLDG INC,OTCQB,2.930000,1.736100,60411,Foreign Ordinary Shares,Canada,Ontario
GABLF,GABY INC,OTCQB,0.048200,0.207900,62100,Foreign Ordinary Shares,Canada,Alberta
PEMTF,THOUGHFUL BRANDS INC,OTCQB,0.045500,5.568400,2761315,Foreign Ordinary Shares,Canada,British Columbia
SNRG,SUSGLOBAL ENERGY CORP,OTCQB,0.100000,5.263200,731986,Common Stock,Canada,Ontario
FLURF,FLUROTECH LTD,OTCQB,0.090000,-17.431200,8049,Foreign Ordinary Shares,Canada,Alberta
WKULF,WEEKEND UNLIMITED IND INC,OTCQB,0.178000,-10.055600,10108,Foreign Ordinary Shares,Canada,British Columbia
NEXCF,NEXTECH AR SOLUTIONS CORP,OTCQB,5.075200,-2.211900,200699,Foreign Ordinary Shares,Canada,Ontario
ROVMF,ROVER METALS CORP,OTCQB,0.076900,4.911300,104081,Foreign Ordinary Shares,Canada,British Columbia
HYHDF,HYDRO66 HLDGS CORP,OTCQB,0.210000,-3.890200,85649,Foreign Ordinary Shares,Canada,British Columbia
CNNXF,CANNAMERICA BRANDS CORP,OTCQB,0.026300,-17.034700,104122,Foreign Ordinary Shares,Canada,British Columbia
GATGD,GATLING EXPL INC NEW,OTCQB,0.348900,1.601600,9281,Foreign Ordinary Shares,Canada,British Columbia
NABIF,NABIS HOLDINGS INC,OTCQB,0.005750,19.791700,1063415,Foreign Ordinary Shares,Canada,Ontario
VEGGF,BETTER PLT SCIENCES INC,OTCQB,0.123700,-8.370400,924643,Foreign Ordinary Shares,Canada,British Columbia
DBCCF,DECIBEL CANNABIS CO INC,OTCQB,0.049000,0.000000,40405,Foreign Ordinary Shares,Canada,Alberta
NOSUF,NERDS ON SITE INC,OTCQB,0.037100,,0,Foreign Ordinary Shares,Canada,Ontario
LOVFF,CANNARA BIOTECH INC,OTCQB,0.076200,,0,Foreign Ordinary Shares,Canada,Quebec
DFMTF,DEFENSE METALS CORP,OTCQB,0.160000,-0.559400,177621,Foreign Ordinary Shares,Canada,British Columbia
HITIF,HIGH TIDE INC,OTCQB,0.185000,8.123900,477006,Foreign Ordinary Shares,Canada,Alberta
FDVXF,FENIXORO GOLD CORP,OTCQB,0.266600,-10.023600,930676,Foreign Ordinary Shares,Canada,Ontario
GGLDF,GETCHELL GOLD CORPORATION,OTCQB,0.280000,3.473800,24146,Foreign Ordinary Shares,Canada,Ontario
BBRRF,BLUEBERRIES MEDICAL CO,OTCQB,0.064000,1.105800,162250,Foreign Ordinary Shares,Canada,Ontario
SLGWF,SLANG WORLDWIDE INC,OTCQB,0.267700,0.337300,263941,Foreign Ordinary Shares,Canada,Ontario
BORMF,NORDEN CROWN METALS CORP,OTCQB,0.062831,-10.241400,96000,Foreign Ordinary Shares,Canada,British Columbia
WCEXF,WORLD CL EXTRACTIONS INC,OTCQB,0.014700,-15.517200,3000,Foreign Ordinary Shares,Canada,British Columbia
OILFF,NEXTLEAF SOLUTIONS LTD,OTCQB,0.148844,-3.410800,26953,Foreign Ordinary Shares,Canada,British Columbia
RRRLF,ROCKRIDGE RESOURCES LTD,OTCQB,0.086400,-5.573800,2000,Foreign Ordinary Shares,Canada,British Columbia
NPDCF,NEW PLACER DOME GOLD CORP,OTCQB,0.250100,4.208300,159130,Foreign Ordinary Shares,Canada,British Columbia
SPFYF,SPACEFY INC.,OTCQB,0.022660,48.298400,15051,Foreign Ordinary Shares,Canada,Ontario
BVNNF,BEVCANNA ENTERPRISES,OTCQB,0.524160,8.326800,159372,Foreign Ordinary Shares,Canada,British Columbia
CWSFF,CIELO WASTE SOLUTIONS,OTCQB,0.058700,,10,Foreign Ordinary Shares,Canada,Alberta
BMTLF,BEMETALS CORP,OTCQB,0.300000,,0,Foreign Ordinary Shares,Canada,British Columbia
MGLQF,MAGNA GOLD CORP,OTCQB,0.823780,5.033800,72157,Foreign Ordinary Shares,Canada,Ontario
BLAGF,BLUE LAGOON RESOURCES INC,OTCQB,0.538072,3.475400,447358,Foreign Ordinary Shares,Canada,British Columbia
MGROF,MUSTGROW BIOLOGICS CORP,OTCQB,0.866600,1.863100,114650,Foreign Ordinary Shares,Canada,Saskatchewan
ZTLLF,ZONETAIL INC,OTCQB,0.060000,,0,Foreign Ordinary Shares,Canada,Ontario
XPHYF,XPHYTO THERAPEUTICS CORP,OTCQB,1.666530,5.156500,34231,Foreign Ordinary Shares,Canada,British Columbia
DFLYF,DRAGANFLY INC,OTCQB,0.500950,11.322200,904522,Foreign Ordinary Shares,Canada,Saskatchewan
VIZSF,VIZSLA RES CORP,OTCQB,1.210000,11.086600,185945,Foreign Ordinary Shares,Canada,British Columbia
MIMNF,MIMIS ROCK CORP,OTCQB,0.350000,,0,Foreign Ordinary Shares,Canada,Ontario
HEYBD,FASTTASK TECHNOLOGIES INC,OTCQB,0.116600,-2.833300,2420,Foreign Ordinary Shares,Canada,British Columbia
AAIRF,AMERICAN AIRES INC,OTCQB,0.143000,,0,Foreign Ordinary Shares,Canada,Ontario
MMEDF,MIND MEDICINE MINDMED,OTCQB,3.539200,8.898500,6679055,Foreign Ordinary Shares,Canada,Ontario
OPVLF,OPTIMUM VENTURES LTD,OTCQB,0.285000,,0,Foreign Ordinary Shares,Canada,British Columbia
DRCMF,DORE COPPER MNG CORP,OTCQB,0.680000,2.801300,43500,Foreign Ordinary Shares,Canada,Ontario
CNTRF,CENTR BRANDS CORP,OTCQB,0.467800,1.739900,300,Foreign Ordinary Shares,Canada,British Columbia
TETOF,TECTONIC METALS INC,OTCQB,0.085600,5.405700,20475,Foreign Ordinary Shares,Canada,British Columbia
FUNFF,FANSUNITE ENTERTAINMENT,OTCQB,0.620000,6.896600,1083419,Foreign Ordinary Shares,Canada,British Columbia
CLRMF,CLEAN AIR METALS INC,OTCQB,0.305700,3.315400,61306,Foreign Ordinary Shares,Canada,Ontario
TMASF,TEMAS RESOURCES CORP,OTCQB,0.620000,-0.688800,7300,Foreign Ordinary Shares,Canada,British Columbia
GHVNF,GOLDHAVEN RESOURCES CORP,OTCQB,0.429100,8.334000,59475,Foreign Ordinary Shares,Canada,British Columbia
AZMCF,ARIZONA METALS CORP,OTCQB,0.762500,0.993400,122218,Foreign Ordinary Shares,Canada,Ontario
RSNVF,REYNA SILVER CORP,OTCQB,0.820000,5.806500,250860,Foreign Ordinary Shares,Canada,Ontario
APGOF,APOLLO GOLD CORPORATION,OTCQB,0.479700,3.808700,12150,Foreign Ordinary Shares,Canada,British Columbia
CNIKF,CANADA NICKEL CO INC,OTCQB,1.560000,1.371100,48232,Foreign Ordinary Shares,Canada,Ontario
SSRSF,SILVER SANDS RESOURCES CP,OTCQB,0.201300,4.734700,51984,Foreign Ordinary Shares,Canada,British Columbia
FNAUF,FOUR NINES GOLD  INC,OTCQB,0.332700,,0,Foreign Ordinary Shares,Canada,British Columbia
GGCPF,GENERIC GOLD CORP.,OTCQB,0.330000,,0,Foreign Ordinary Shares,Canada,Ontario
AVGDF,AVIDIAN GOLD CORP,OTCQB,0.196690,33.848200,51199,Foreign Ordinary Shares,Canada,Ontario
VPHIF,VALEO PHARMA INC,OTCQB,0.950000,11.371600,526,Foreign Ordinary Shares,Canada,Quebec
VRYYF,THE VERY GOOD FOOD CO INC,OTCQB,5.673900,-4.318700,485711,Foreign Ordinary Shares,Canada,British Columbia
SSVRF,SUMMA SILVER CORP,OTCQB,0.863700,15.160000,193132,Foreign Ordinary Shares,Canada,British Columbia
USHAF,USHA RESOURCES LTD,OTCQB,0.174800,-12.600000,173,Foreign Ordinary Shares,Canada,British Columbia
GOLXF,GOLDEN LAKE EXPL INC,OTCQB,0.109800,,0,Foreign Ordinary Shares,Canada,British Columbia
SLSSF,SOLARIS RES INC,OTCQB,4.600000,7.476600,2586,Foreign Ordinary Shares,Canada,British Columbia
SLVDF,SILVER DOLLAR RES INC,OTCQB,1.189640,-4.061300,46959,Foreign Ordinary Shares,Canada,British Columbia
